user_id,signup_date,segment,acquisition_channel,platform,geography_id,demographic_id,cohort
510,2026-01-29,everyday_person,organic,Android,7,83,control
511,2026-01-23,everyday_person,referral,Android,2,21,control
512,2026-01-22,patient,referral,iOS,4,37,control
513,2026-01-12,everyday_person,app_store_search,iOS,4,12,control
514,2026-01-11,everyday_person,organic,Android,8,107,control
515,2026-01-17,everyday_person,organic,iOS,3,30,control
516,2026-02-07,everyday_person,organic,iOS,4,50,control
517,2026-01-13,everyday_person,organic,Android,7,55,control
518,2026-01-16,patient,organic,Android,1,46,control
519,2026-01-26,everyday_person,paid,iOS,4,94,control
520,2026-01-16,patient,organic,iOS,1,110,control
521,2026-01-14,athlete,organic,Web,4,69,control
522,2026-01-27,everyday_person,organic,iOS,3,101,control
523,2026-01-21,everyday_person,paid,iOS,8,14,control
524,2026-01-29,patient,app_store_search,iOS,3,116,control
525,2026-02-11,everyday_person,paid,iOS,1,14,control
526,2026-01-13,everyday_person,referral,Web,6,8,control
527,2026-02-12,athlete,paid,iOS,6,3,control
528,2026-02-11,athlete,paid,iOS,5,30,summary_cohort
529,2026-02-06,patient,organic,iOS,6,101,control
530,2026-01-29,everyday_person,referral,iOS,2,37,control
531,2026-01-28,patient,paid,iOS,5,95,control
532,2026-01-29,patient,organic,Web,1,51,control
533,2026-01-31,everyday_person,paid,Android,1,13,control
534,2026-01-05,patient,referral,iOS,7,57,control
535,2026-02-16,everyday_person,referral,iOS,5,28,control
536,2026-01-27,everyday_person,organic,iOS,2,35,control
537,2026-02-04,everyday_person,paid,iOS,1,63,control
538,2026-01-21,everyday_person,app_store_search,Android,8,95,control
539,2026-01-04,everyday_person,organic,iOS,1,71,summary_cohort
540,2026-01-25,patient,organic,Android,2,27,control
541,2026-01-25,athlete,organic,Android,1,87,control
542,2026-01-23,everyday_person,organic,iOS,1,84,summary_cohort
543,2026-01-20,patient,app_store_search,Web,2,29,control
544,2026-01-17,athlete,referral,iOS,8,103,control
545,2026-01-25,everyday_person,organic,iOS,3,102,control
546,2026-01-21,everyday_person,organic,Android,4,73,control
547,2026-02-17,everyday_person,app_store_search,iOS,6,36,control
548,2026-01-14,everyday_person,organic,Android,4,43,control
549,2026-01-19,patient,paid,Android,6,53,control
550,2026-01-18,everyday_person,organic,iOS,5,23,control
551,2026-01-26,everyday_person,organic,Android,4,37,control
552,2026-01-24,everyday_person,paid,iOS,5,17,control
553,2026-01-29,everyday_person,organic,Android,6,19,control
554,2026-02-15,athlete,paid,iOS,5,90,control
555,2026-01-18,everyday_person,organic,iOS,6,16,control
556,2026-01-31,everyday_person,paid,iOS,1,57,control
557,2026-01-06,everyday_person,paid,Android,5,52,control
558,2026-01-17,everyday_person,paid,iOS,5,6,summary_cohort
559,2026-01-23,everyday_person,organic,Android,2,100,summary_cohort
560,2026-01-06,everyday_person,paid,iOS,7,119,control
561,2026-01-28,everyday_person,app_store_search,iOS,2,77,control
562,2026-01-31,everyday_person,organic,iOS,2,81,control
563,2026-02-02,patient,organic,iOS,7,28,control
564,2026-01-25,patient,paid,Web,2,102,control
565,2026-01-28,patient,organic,iOS,3,95,control
566,2026-01-21,patient,paid,Android,3,53,control
567,2026-01-07,patient,paid,Android,7,85,control
568,2026-01-11,everyday_person,organic,iOS,3,115,control
569,2026-01-30,everyday_person,referral,Android,5,73,control
570,2026-02-22,everyday_person,referral,Android,6,24,control
571,2026-01-05,everyday_person,organic,Android,4,40,control
572,2026-01-26,patient,app_store_search,iOS,8,23,control
573,2026-02-03,everyday_person,organic,Android,6,40,control
574,2026-02-06,patient,organic,Android,3,107,control
575,2026-01-26,athlete,paid,iOS,8,23,control
576,2026-01-28,everyday_person,organic,Android,4,108,control
577,2026-01-31,athlete,paid,iOS,1,35,control
578,2026-02-08,everyday_person,organic,Android,2,60,control
579,2026-01-12,athlete,referral,Web,4,64,control
580,2026-02-13,everyday_person,organic,Web,1,16,control
581,2026-01-06,everyday_person,paid,Android,4,23,control
582,2026-02-07,everyday_person,paid,Android,3,37,control
583,2026-01-10,everyday_person,paid,Android,4,8,control
584,2026-01-15,everyday_person,app_store_search,iOS,1,91,control
585,2026-01-03,athlete,paid,iOS,6,66,control
586,2026-01-23,patient,paid,iOS,3,102,control
587,2026-01-20,everyday_person,referral,iOS,1,104,control
588,2026-01-14,everyday_person,app_store_search,Web,3,42,control
589,2026-01-23,everyday_person,referral,Android,3,99,control
590,2026-01-22,everyday_person,app_store_search,iOS,4,8,control
591,2026-02-03,athlete,organic,iOS,4,52,summary_cohort
592,2026-02-10,everyday_person,referral,Android,1,80,control
593,2026-01-30,everyday_person,paid,iOS,7,56,control
594,2026-01-12,everyday_person,organic,Android,3,89,control
595,2026-01-19,everyday_person,organic,Web,1,104,control
596,2026-02-12,everyday_person,app_store_search,iOS,6,51,control
597,2026-01-10,patient,organic,iOS,5,33,control
598,2026-01-22,patient,organic,iOS,5,70,control
599,2026-02-14,athlete,organic,iOS,3,105,control
600,2026-02-15,patient,organic,iOS,3,119,control
601,2026-01-22,everyday_person,referral,iOS,4,98,control
602,2026-01-30,patient,app_store_search,iOS,1,30,control
603,2026-01-23,athlete,app_store_search,iOS,2,25,control
604,2026-02-03,patient,paid,iOS,8,69,control
605,2026-01-06,athlete,paid,Android,5,49,control
606,2026-01-13,patient,organic,iOS,3,74,control
607,2026-01-28,athlete,app_store_search,Android,2,111,summary_cohort
608,2026-01-16,everyday_person,organic,iOS,6,66,control
609,2026-01-30,patient,organic,iOS,2,43,summary_cohort
610,2026-01-20,everyday_person,app_store_search,iOS,1,105,control
611,2026-02-10,everyday_person,app_store_search,Android,1,53,control
612,2026-02-06,patient,organic,iOS,5,73,control
613,2026-01-24,athlete,paid,iOS,5,17,control
614,2026-02-04,athlete,referral,iOS,1,61,summary_cohort
615,2026-01-18,everyday_person,organic,Web,1,52,control
616,2026-01-24,patient,organic,iOS,4,15,summary_cohort
617,2026-01-15,patient,organic,iOS,4,26,control
618,2026-02-08,everyday_person,referral,Android,5,85,control
619,2026-02-06,everyday_person,organic,iOS,1,22,summary_cohort
620,2026-02-11,everyday_person,referral,iOS,5,16,control
621,2026-02-09,patient,organic,Android,7,7,control
622,2026-02-16,everyday_person,app_store_search,iOS,4,4,control
623,2026-01-16,athlete,referral,iOS,1,53,control
624,2026-02-13,everyday_person,app_store_search,iOS,5,59,control
625,2026-01-27,athlete,organic,iOS,3,75,control
626,2026-01-22,everyday_person,referral,Web,1,69,control
627,2026-01-26,patient,paid,Android,2,65,control
628,2026-01-20,everyday_person,organic,Android,7,120,control
629,2026-01-18,everyday_person,organic,iOS,3,30,control
630,2026-01-17,patient,organic,Android,7,86,control
631,2026-01-10,athlete,organic,Android,4,10,control
632,2026-01-24,patient,organic,iOS,4,102,control
633,2026-02-10,everyday_person,organic,Android,1,44,control
634,2026-01-29,everyday_person,organic,Android,4,42,control
635,2026-01-25,everyday_person,referral,Android,1,17,control
636,2026-01-22,everyday_person,organic,iOS,3,62,control
637,2026-01-23,patient,organic,iOS,2,48,control
638,2026-01-16,patient,paid,Android,3,117,summary_cohort
639,2026-02-06,patient,organic,Android,4,22,control
640,2026-01-15,athlete,organic,iOS,1,51,control
641,2026-02-01,patient,organic,iOS,2,109,control
642,2026-02-03,patient,organic,Android,8,97,control
643,2026-01-27,everyday_person,referral,iOS,1,92,control
644,2026-02-08,everyday_person,organic,iOS,2,64,control
645,2026-01-18,patient,organic,Android,3,105,control
646,2026-02-09,athlete,app_store_search,iOS,3,27,control
647,2026-02-02,everyday_person,app_store_search,iOS,5,98,control
648,2026-02-05,everyday_person,organic,iOS,2,70,control
649,2026-01-30,patient,organic,Web,3,42,control
650,2026-02-07,everyday_person,referral,iOS,5,27,control
651,2026-02-21,everyday_person,paid,Android,3,63,control
652,2026-01-22,athlete,paid,Web,8,1,control
653,2026-02-06,patient,organic,Android,8,86,control
654,2026-02-02,everyday_person,organic,iOS,1,29,control
655,2026-01-23,athlete,organic,iOS,3,47,summary_cohort
656,2026-02-13,everyday_person,app_store_search,iOS,1,24,control
657,2026-01-21,athlete,app_store_search,Android,1,56,control
658,2026-01-27,everyday_person,organic,Web,3,45,control
659,2026-01-11,everyday_person,referral,Android,4,23,control
660,2026-01-16,everyday_person,organic,iOS,3,107,control
661,2026-02-07,everyday_person,paid,iOS,2,92,control
662,2026-01-21,athlete,app_store_search,Android,2,47,control
663,2026-01-21,everyday_person,referral,iOS,8,7,control
664,2026-01-17,everyday_person,organic,Android,7,102,control
665,2026-01-24,everyday_person,referral,iOS,1,84,control
666,2026-02-05,patient,organic,Android,5,67,control
667,2026-02-10,patient,paid,Android,3,73,summary_cohort
668,2026-01-09,athlete,organic,iOS,5,1,control
669,2026-01-27,everyday_person,app_store_search,iOS,4,57,control
670,2026-01-23,everyday_person,organic,Android,7,23,control
671,2026-01-28,everyday_person,organic,iOS,1,79,control
672,2026-01-23,everyday_person,organic,iOS,3,112,control
673,2026-01-21,athlete,organic,iOS,8,64,control
674,2026-01-24,patient,organic,iOS,1,73,control
675,2026-01-27,everyday_person,paid,Android,1,81,control
676,2026-01-25,everyday_person,organic,iOS,5,112,control
677,2026-01-24,athlete,organic,iOS,6,5,control
678,2026-02-06,everyday_person,organic,Android,5,38,control
679,2026-02-02,everyday_person,organic,iOS,6,33,control
680,2026-01-20,everyday_person,app_store_search,iOS,5,86,control
681,2026-02-05,everyday_person,app_store_search,Android,1,54,control
682,2026-02-08,everyday_person,organic,Android,4,93,control
683,2026-01-13,everyday_person,paid,Android,6,57,control
684,2026-01-27,everyday_person,paid,Android,7,118,control
685,2026-01-18,patient,app_store_search,iOS,2,93,control
686,2026-02-02,everyday_person,organic,iOS,1,3,control
687,2026-01-17,everyday_person,organic,Web,6,119,control
688,2026-01-30,athlete,referral,Android,2,115,control
689,2026-01-17,patient,app_store_search,Android,1,6,control
690,2026-01-25,everyday_person,paid,iOS,6,47,control
691,2026-02-15,everyday_person,referral,iOS,4,117,control
692,2026-01-21,athlete,organic,iOS,3,101,control
693,2026-02-09,everyday_person,paid,Android,1,57,control
694,2026-02-19,everyday_person,app_store_search,Android,1,66,control
695,2026-02-09,athlete,organic,iOS,6,4,summary_cohort
696,2026-01-14,everyday_person,paid,iOS,3,68,control
697,2026-02-06,patient,organic,iOS,1,80,control
698,2026-01-06,everyday_person,referral,iOS,3,44,control
699,2026-01-21,patient,referral,Android,1,37,control
700,2026-02-09,everyday_person,paid,Android,1,100,control
701,2026-01-31,everyday_person,app_store_search,iOS,2,54,control
702,2026-01-26,everyday_person,organic,Android,4,32,summary_cohort
703,2026-01-21,everyday_person,organic,Web,1,45,control
704,2026-02-05,athlete,organic,iOS,3,60,summary_cohort
705,2026-02-01,everyday_person,organic,iOS,3,32,control
706,2026-01-24,everyday_person,organic,iOS,3,68,control
707,2026-02-10,patient,organic,iOS,1,104,control
708,2026-01-16,patient,organic,iOS,1,90,control
709,2026-01-14,everyday_person,organic,Android,1,28,control
710,2026-01-29,everyday_person,organic,iOS,3,57,control
711,2026-02-17,athlete,paid,iOS,5,66,control
712,2026-01-17,patient,organic,Android,1,82,control
713,2026-01-17,patient,referral,iOS,6,91,control
714,2026-01-13,athlete,app_store_search,Android,5,59,control
715,2026-02-08,patient,referral,Android,1,38,control
716,2026-01-16,everyday_person,organic,Android,1,80,control
717,2026-01-25,everyday_person,organic,Android,1,16,control
718,2026-02-20,everyday_person,referral,Android,1,81,control
719,2026-01-04,patient,referral,Android,4,108,control
720,2026-01-26,athlete,organic,iOS,1,86,control
721,2026-01-25,everyday_person,organic,iOS,6,53,control
722,2026-02-05,everyday_person,referral,iOS,3,99,summary_cohort
723,2026-01-20,everyday_person,organic,iOS,5,64,control
724,2026-01-22,athlete,referral,iOS,6,65,control
725,2026-01-14,everyday_person,organic,iOS,4,103,control
726,2026-02-02,everyday_person,organic,iOS,7,24,control
727,2026-02-04,everyday_person,paid,iOS,8,94,control
728,2026-01-13,everyday_person,organic,iOS,3,82,control
729,2026-01-21,everyday_person,referral,Android,1,64,control
730,2026-02-10,everyday_person,organic,Android,3,10,control
731,2026-01-02,everyday_person,organic,Android,2,92,control
732,2026-01-19,everyday_person,app_store_search,iOS,4,27,control
733,2026-01-26,everyday_person,organic,Android,3,108,control
734,2026-01-20,everyday_person,organic,Android,3,96,control
735,2026-01-18,everyday_person,app_store_search,iOS,6,44,control
736,2026-01-23,patient,paid,Web,2,53,control
737,2026-01-15,everyday_person,paid,iOS,4,4,control
738,2026-01-25,everyday_person,organic,Android,3,60,control
739,2026-02-01,everyday_person,organic,Android,6,7,control
740,2026-01-27,everyday_person,referral,iOS,4,119,control
741,2026-01-11,everyday_person,organic,Android,1,77,summary_cohort
742,2026-02-07,everyday_person,organic,iOS,5,29,control
743,2026-01-14,athlete,paid,iOS,1,97,control
744,2026-02-03,everyday_person,organic,iOS,5,3,control
745,2026-01-20,everyday_person,organic,iOS,4,66,summary_cohort
746,2026-02-04,everyday_person,organic,iOS,3,14,control
747,2026-01-16,everyday_person,organic,Android,5,7,control
748,2026-01-15,everyday_person,referral,iOS,6,30,control
749,2026-01-24,patient,app_store_search,iOS,6,36,control
750,2026-01-07,patient,organic,Android,4,88,summary_cohort
751,2026-01-16,everyday_person,organic,iOS,5,107,control
752,2026-02-01,everyday_person,referral,iOS,3,94,control
753,2026-02-07,everyday_person,organic,Android,6,89,control
754,2026-01-10,everyday_person,referral,Web,6,68,control
755,2026-02-09,patient,app_store_search,iOS,1,45,control
756,2026-02-05,everyday_person,referral,iOS,2,31,summary_cohort
757,2026-02-09,everyday_person,organic,Android,2,114,control
758,2026-01-31,athlete,app_store_search,Android,1,63,summary_cohort
759,2026-01-30,everyday_person,organic,iOS,3,68,control
760,2026-01-25,everyday_person,app_store_search,iOS,1,2,control
761,2026-01-30,patient,referral,iOS,4,55,control
762,2026-02-12,everyday_person,referral,Android,1,82,control
763,2026-01-11,everyday_person,app_store_search,Web,2,60,control
764,2026-01-19,everyday_person,referral,Android,5,74,control
765,2026-01-09,athlete,organic,iOS,3,98,control
766,2026-02-14,everyday_person,organic,Android,3,3,control
767,2026-01-23,everyday_person,paid,Android,6,109,control
768,2026-01-31,everyday_person,referral,iOS,8,99,control
769,2026-02-07,everyday_person,organic,Android,4,51,control
770,2026-02-20,patient,paid,iOS,1,92,control
771,2026-01-14,everyday_person,referral,iOS,1,8,summary_cohort
772,2026-02-05,everyday_person,organic,Android,8,37,control
773,2026-02-10,everyday_person,organic,iOS,5,13,control
774,2026-01-08,patient,organic,Web,6,77,control
775,2026-02-03,everyday_person,organic,iOS,5,103,control
776,2026-01-20,athlete,organic,iOS,1,73,control
777,2026-01-29,patient,organic,iOS,3,86,control
778,2026-01-25,everyday_person,organic,iOS,6,18,control
779,2026-01-17,patient,organic,iOS,7,113,summary_cohort
780,2026-01-13,athlete,paid,Android,2,24,control
781,2026-01-12,everyday_person,organic,iOS,4,64,control
782,2026-01-11,athlete,app_store_search,iOS,1,82,control
783,2026-01-29,everyday_person,app_store_search,Android,8,103,control
784,2026-01-20,patient,referral,iOS,2,113,summary_cohort
785,2026-01-16,athlete,app_store_search,Android,5,72,control
786,2026-01-31,everyday_person,app_store_search,iOS,2,70,control
787,2026-01-31,patient,organic,iOS,4,51,control
788,2026-01-26,everyday_person,paid,Android,5,69,control
789,2026-02-13,patient,organic,Android,3,81,control
790,2026-01-21,patient,paid,Android,6,78,control
791,2026-02-07,everyday_person,referral,iOS,7,72,control
792,2026-01-10,everyday_person,organic,iOS,6,53,control
793,2026-02-02,everyday_person,organic,Android,3,24,control
794,2026-02-20,everyday_person,app_store_search,Android,6,7,summary_cohort
795,2026-02-07,everyday_person,organic,Android,4,51,control
796,2026-01-27,everyday_person,organic,Android,4,48,control
797,2026-01-29,everyday_person,organic,Android,3,73,summary_cohort
798,2026-01-20,everyday_person,referral,iOS,4,109,control
799,2026-01-31,patient,paid,Android,1,85,summary_cohort
800,2026-02-03,patient,paid,iOS,3,97,summary_cohort
801,2026-02-23,patient,organic,iOS,1,70,control
802,2026-01-24,everyday_person,organic,Android,2,112,control
803,2026-01-09,athlete,organic,iOS,1,113,control
804,2026-01-28,everyday_person,referral,iOS,1,19,control
805,2026-01-12,everyday_person,paid,Android,6,77,control
806,2026-01-17,everyday_person,paid,Android,4,61,control
807,2026-01-20,patient,organic,iOS,1,117,control
808,2026-02-02,everyday_person,referral,Web,6,71,control
809,2026-01-15,everyday_person,organic,iOS,7,2,control
810,2026-01-14,athlete,referral,Android,7,26,summary_cohort
811,2026-01-08,everyday_person,referral,iOS,6,16,summary_cohort
812,2026-02-09,everyday_person,paid,iOS,8,25,control
813,2026-01-31,athlete,referral,iOS,4,12,control
814,2026-01-07,everyday_person,app_store_search,iOS,8,94,control
815,2026-01-06,everyday_person,organic,iOS,8,60,control
816,2026-01-26,athlete,organic,iOS,2,81,control
817,2026-01-18,athlete,organic,Android,7,120,control
818,2026-01-28,everyday_person,referral,iOS,6,78,control
819,2026-01-23,patient,referral,iOS,6,58,summary_cohort
820,2026-02-12,everyday_person,referral,Web,7,33,control
821,2026-01-18,everyday_person,paid,Android,3,91,control
822,2026-01-31,everyday_person,organic,Web,3,61,control
823,2026-01-08,everyday_person,paid,iOS,5,91,control
824,2026-02-15,patient,paid,iOS,5,3,control
825,2026-02-18,patient,organic,Android,7,20,control
826,2026-02-02,everyday_person,organic,Android,7,16,control
827,2026-01-23,everyday_person,organic,iOS,5,82,control
828,2026-01-16,everyday_person,organic,Android,8,63,control
829,2026-02-06,athlete,paid,Android,1,39,summary_cohort
830,2026-02-02,everyday_person,app_store_search,Android,8,38,control
831,2026-01-16,patient,referral,iOS,1,73,control
832,2026-01-23,everyday_person,organic,Android,4,116,control
833,2026-01-23,everyday_person,paid,iOS,1,120,control
834,2026-02-06,patient,paid,Web,4,57,control
835,2026-01-31,patient,organic,iOS,3,81,control
836,2026-01-29,everyday_person,paid,iOS,1,11,summary_cohort
837,2026-01-30,patient,organic,iOS,5,114,control
838,2026-01-18,athlete,organic,Android,5,3,control
839,2026-01-21,everyday_person,organic,Web,1,42,control
840,2026-01-08,everyday_person,organic,Android,5,88,control
841,2026-02-04,everyday_person,app_store_search,Android,1,117,control
842,2026-01-22,patient,organic,Web,1,21,control
843,2026-01-23,everyday_person,organic,Android,1,80,control
844,2026-01-17,everyday_person,organic,iOS,4,23,control
845,2026-01-16,everyday_person,organic,Android,6,7,control
846,2026-01-27,athlete,organic,iOS,4,51,control
847,2026-01-16,everyday_person,organic,iOS,6,70,control
848,2026-01-09,patient,paid,iOS,4,32,control
849,2026-02-03,everyday_person,organic,iOS,6,117,control
850,2026-01-21,athlete,paid,Web,8,74,control
851,2026-01-21,everyday_person,organic,Web,3,53,summary_cohort
852,2026-01-22,everyday_person,paid,iOS,1,59,control
853,2026-02-06,athlete,paid,Android,1,56,control
854,2026-01-19,athlete,organic,iOS,4,14,control
855,2026-02-03,everyday_person,organic,iOS,4,73,summary_cohort
856,2026-02-14,everyday_person,app_store_search,iOS,1,95,control
857,2026-01-30,patient,referral,iOS,7,51,control
858,2026-01-22,athlete,referral,iOS,8,52,control
859,2026-02-02,everyday_person,organic,iOS,2,110,control
860,2026-01-23,everyday_person,organic,iOS,1,74,control
861,2026-01-22,patient,referral,iOS,1,36,control
862,2026-01-25,patient,app_store_search,Web,3,1,control
863,2026-01-19,patient,organic,iOS,6,99,control
864,2026-01-11,everyday_person,paid,iOS,4,76,control
865,2026-01-22,everyday_person,paid,iOS,1,76,control
866,2026-01-12,athlete,organic,iOS,3,34,summary_cohort
867,2026-01-22,athlete,organic,iOS,1,23,control
868,2026-01-26,patient,organic,iOS,3,60,control
869,2026-02-13,everyday_person,organic,Android,3,91,control
870,2026-01-07,everyday_person,referral,Android,5,36,control
871,2026-01-29,patient,organic,Android,4,64,control
872,2026-01-23,everyday_person,organic,Android,7,120,control
873,2026-01-05,athlete,paid,iOS,1,27,control
874,2026-01-17,everyday_person,referral,iOS,6,28,control
875,2026-01-12,patient,referral,iOS,1,29,control
876,2026-01-16,athlete,referral,iOS,2,110,control
877,2026-01-18,everyday_person,organic,iOS,7,64,control
878,2026-01-22,everyday_person,paid,iOS,5,111,control
879,2026-01-25,patient,organic,Android,1,114,control
880,2026-01-02,everyday_person,organic,iOS,3,51,control
881,2026-01-14,everyday_person,organic,iOS,5,7,summary_cohort
882,2026-01-11,patient,referral,Android,7,37,control
883,2026-01-26,athlete,referral,iOS,4,66,control
884,2026-01-20,everyday_person,organic,Android,1,46,control
885,2026-01-26,everyday_person,app_store_search,Web,3,1,control
886,2026-01-16,everyday_person,paid,Web,1,119,control
887,2026-01-06,everyday_person,organic,iOS,1,37,control
888,2026-02-14,everyday_person,paid,iOS,4,75,control
889,2026-01-11,everyday_person,organic,Android,6,114,control
890,2026-01-12,patient,app_store_search,Android,1,66,control
891,2026-01-13,everyday_person,organic,Android,6,84,control
892,2026-02-18,athlete,organic,iOS,5,5,control
893,2026-01-28,everyday_person,organic,iOS,6,84,control
894,2026-01-28,everyday_person,organic,iOS,2,102,control
895,2026-02-19,patient,paid,iOS,3,111,control
896,2026-01-10,athlete,referral,iOS,1,11,control
897,2026-02-17,everyday_person,organic,Web,2,28,control
898,2026-01-15,everyday_person,referral,iOS,2,6,summary_cohort
899,2026-01-29,everyday_person,app_store_search,Android,2,111,control
900,2026-01-22,everyday_person,paid,Web,1,33,control
901,2026-01-21,everyday_person,referral,iOS,1,64,control
902,2026-02-13,everyday_person,organic,iOS,7,58,control
903,2026-01-13,everyday_person,organic,Android,6,83,control
904,2026-02-22,everyday_person,app_store_search,iOS,3,108,control
905,2026-01-21,athlete,paid,iOS,8,39,control
906,2026-01-29,patient,referral,Android,2,95,control
907,2026-02-17,everyday_person,app_store_search,Android,3,35,control
908,2026-01-08,everyday_person,organic,Android,6,24,control
909,2026-02-12,everyday_person,paid,Web,3,13,control
910,2026-01-27,everyday_person,organic,iOS,2,45,control
911,2026-02-01,patient,organic,Android,3,68,control
912,2026-01-13,athlete,referral,Android,4,94,control
913,2026-01-26,athlete,organic,Android,4,102,control
914,2026-01-30,athlete,app_store_search,Android,3,64,control
915,2026-01-23,athlete,organic,Android,3,50,control
916,2026-01-14,athlete,paid,Android,2,21,control
917,2026-01-17,everyday_person,paid,iOS,4,110,control
918,2026-02-08,everyday_person,paid,Android,1,48,summary_cohort
919,2026-01-07,everyday_person,app_store_search,iOS,7,92,control
920,2026-02-01,everyday_person,organic,Android,6,76,control
921,2026-02-23,everyday_person,organic,Android,3,112,control
922,2026-01-03,patient,organic,Android,6,117,control
923,2026-01-14,patient,organic,iOS,1,85,control
924,2026-01-30,everyday_person,app_store_search,iOS,3,80,control
925,2026-01-09,everyday_person,referral,iOS,3,17,summary_cohort
926,2026-01-27,everyday_person,organic,iOS,3,2,control
927,2026-01-31,everyday_person,organic,iOS,6,66,control
928,2026-01-27,athlete,referral,Web,8,85,control
929,2026-01-21,everyday_person,paid,iOS,3,90,control
930,2026-01-31,patient,organic,Web,3,31,control
931,2026-01-28,everyday_person,paid,iOS,4,61,control
932,2026-01-16,everyday_person,referral,Android,2,104,control
933,2026-01-27,everyday_person,paid,Android,1,12,control
934,2026-02-09,patient,organic,Android,8,47,control
935,2026-01-30,patient,referral,Android,6,114,control
936,2026-01-24,everyday_person,organic,Android,8,24,control
937,2026-01-19,athlete,organic,Web,1,39,control
938,2026-01-10,everyday_person,paid,Android,1,57,control
939,2026-01-17,athlete,referral,iOS,3,83,control
940,2026-01-04,everyday_person,organic,iOS,7,31,control
941,2026-02-19,everyday_person,app_store_search,Android,1,96,control
942,2026-01-16,patient,organic,iOS,1,29,control
943,2026-02-06,everyday_person,referral,iOS,1,45,control
944,2026-01-14,everyday_person,app_store_search,Android,6,69,control
945,2026-01-18,everyday_person,referral,iOS,6,2,control
946,2026-01-22,everyday_person,paid,Android,5,93,control
947,2026-01-19,patient,referral,Android,1,81,control
948,2026-02-05,athlete,paid,Android,5,101,summary_cohort
949,2026-02-15,athlete,paid,Android,3,33,control
950,2026-02-09,everyday_person,paid,Android,1,48,control
951,2026-01-13,everyday_person,organic,Android,2,108,control
952,2026-02-04,everyday_person,paid,Web,4,9,control
953,2026-01-13,everyday_person,organic,iOS,3,59,summary_cohort
954,2026-02-12,everyday_person,app_store_search,Android,8,59,control
955,2026-01-25,athlete,organic,Android,3,54,control
956,2026-01-20,athlete,organic,iOS,3,53,control
957,2026-01-14,patient,app_store_search,iOS,5,90,control
958,2026-01-04,everyday_person,organic,Android,5,24,control
959,2026-01-17,everyday_person,organic,iOS,1,107,control
960,2026-02-12,everyday_person,paid,Web,4,108,control
961,2026-02-05,everyday_person,organic,iOS,2,22,control
962,2026-02-17,everyday_person,organic,iOS,3,117,control
963,2026-01-11,everyday_person,referral,Android,5,32,control
964,2026-01-27,everyday_person,organic,iOS,4,7,control
965,2026-01-17,athlete,organic,iOS,3,48,control
966,2026-01-26,everyday_person,organic,Android,1,96,control
967,2026-01-19,athlete,organic,iOS,4,102,control
968,2026-01-18,everyday_person,organic,iOS,2,78,summary_cohort
969,2026-01-27,everyday_person,organic,Android,7,98,control
970,2026-01-15,everyday_person,referral,Android,4,32,control
971,2026-01-24,everyday_person,referral,Android,7,106,control
972,2026-01-30,everyday_person,organic,iOS,3,77,summary_cohort
973,2026-01-12,everyday_person,organic,iOS,6,17,control
974,2026-02-13,athlete,app_store_search,Web,1,16,control
975,2026-01-25,everyday_person,referral,Android,2,33,control
976,2026-02-06,patient,organic,iOS,1,9,control
977,2026-01-30,everyday_person,referral,Android,1,34,control
978,2026-02-01,everyday_person,organic,iOS,7,120,control
979,2026-02-01,everyday_person,paid,Android,5,29,control
980,2026-02-09,everyday_person,app_store_search,Android,4,77,control
981,2026-01-28,athlete,app_store_search,Web,4,118,control
982,2026-01-18,patient,organic,Web,4,31,control
983,2026-01-11,patient,organic,iOS,4,84,control
984,2026-01-28,everyday_person,organic,Android,6,55,control
985,2026-01-09,everyday_person,organic,iOS,4,35,control
986,2026-01-17,athlete,organic,Android,6,115,control
987,2026-01-09,everyday_person,referral,Android,2,79,control
988,2026-01-26,everyday_person,organic,iOS,8,53,control
989,2026-01-14,everyday_person,app_store_search,iOS,1,98,control
990,2026-01-28,patient,organic,iOS,3,109,control
991,2026-02-04,patient,organic,iOS,7,94,summary_cohort
992,2026-02-06,patient,app_store_search,iOS,1,105,summary_cohort
993,2026-01-19,patient,paid,Web,1,39,control
994,2026-01-26,everyday_person,organic,iOS,3,42,control
995,2026-01-26,athlete,referral,Android,3,28,control
996,2026-01-24,everyday_person,organic,Android,7,84,control
997,2026-01-30,patient,organic,Android,6,97,control
998,2026-01-16,everyday_person,referral,iOS,3,80,control
999,2026-02-18,athlete,organic,Android,8,72,control
1000,2026-01-11,everyday_person,referral,Android,5,93,control
1001,2026-02-06,everyday_person,organic,Android,7,22,control
1002,2026-01-28,everyday_person,paid,Web,2,44,control
1003,2026-01-17,everyday_person,paid,Android,3,85,control
1004,2026-02-02,everyday_person,organic,iOS,1,7,control
1005,2026-01-10,patient,organic,Android,1,110,control
1006,2026-02-04,everyday_person,organic,iOS,5,21,control
1007,2026-01-27,athlete,paid,Android,1,95,control
1008,2026-01-12,everyday_person,paid,iOS,4,74,control
1009,2026-01-10,patient,paid,iOS,5,102,control
1010,2026-02-03,everyday_person,organic,iOS,1,94,control
1011,2026-01-18,patient,organic,iOS,3,62,summary_cohort
1012,2026-02-10,everyday_person,referral,Web,5,91,control
1013,2026-02-03,everyday_person,organic,iOS,7,42,control
1014,2026-01-31,athlete,paid,Android,2,71,control
1015,2026-01-18,everyday_person,organic,iOS,8,110,control
1016,2026-02-01,everyday_person,organic,Web,6,11,control
1017,2026-02-15,patient,referral,iOS,5,43,control
